"Jesse Hawkes","Jesse Hawkes",1989
"Jiang hu qi xia (1950)","Jiang hu qi xia",1950
"Jiang shi zhi zun (1987)","Jiang shi zhi zun",1987
"Jin ye bu she fang","Jin ye bu she fang",1989
"Jiraiya (Ninjutsu sanyôden) (1937)","Jiraiya (Ninjutsu sanyôden)",1937
"John and the Missus (1987)","John and the Missus",1987
"Jones & Jury","Jones & Jury",1994
"Josse (1974) (TV)","Josse",1974
"Joyu to shijin (1935)","Joyu to shijin",1935
"Juan Farías, el super hincha (2000)","Juan Farías, el super hincha",2000
"Judging Ladies' Saddle Horses (1899)","Judging Ladies' Saddle Horses",1899
"Junior Cursillo (1968)","Junior Cursillo",1968
"Junky's Christmas, The (1993)","Junky's Christmas, The",1993
"Just a Little Bull (1940)","Just a Little Bull",1940
"Just Jim (1915)","Just Jim",1915
"Kabare 011","Kabare 011",1997
"Kadambari (1976)","Kadambari",1976
"Kara gözlüm efkarlanma (1968)","Kara gözlüm efkarlanma",1968
"Karaoglan - Camoka'nin intikami (1966)","Karaoglan - Camoka'nin intikami",1966
"Kasefet, Ha-","Kasefet, Ha-",2000
"Kata (1990)","Kata",1990
"Katzensteg, Der (1915)","Katzensteg, Der",1915
"Käyntikorttini... (1964)","Käyntikorttini...",1964
"Ke chuan fu ren (1953)","Ke chuan fu ren",1953
"Keep Posted","Keep Posted",1954
"Keep Your Mouth Shut (1944)","Keep Your Mouth Shut",1944
"Khedda (1929)","Khedda",1929
"Kibris volkani (1965)","Kibris volkani",1965
"Kickboxer from Hell (1992)","Kickboxer from Hell",1992
"Killers, The (1964)","Killers, The",1964
"King and Me, The (1999)","King and Me, The",1999
"Kinyoubi no tsumatachie II: Otokotachi yo genki kai?","Kinyoubi no tsumatachie II: Otokotachi yo genki kai?",1984
"Kishiwada shônen gurentai: Chikemuri junjô-hen (1997)","Kishiwada shônen gurentai: Chikemuri junjô-hen",1997
"Kislalar doldu bugün (1968)","Kislalar doldu bugün",1968
"Knight Rider (1982) (TV)","Knight Rider",1982
"Knight Rider (2008)","Knight Rider",2008
"Knud Faber (1936)","Knud Faber",1936
"Komischer Heiliger, Ein (1979)","Komischer Heiliger, Ein",1979
"Kongelig familie, En","Kongelig familie, En",2003
"Korea (1954)","Korea",1954
"Koti Vidyalu Kuti Korake (1974)","Koti Vidyalu Kuti Korake",1974
"Koze","Koze",1982
"Kôsoku sentai Tâborenjâ","Kôsoku sentai Tâborenjâ",1989
"König Khandobas Jagdausflug (1992)","König Khandobas Jagdausflug",1992
"Közös után (1953)","Közös után",1953
"Krajiske brigade (1952)","Krajiske brigade",1952
"Kun taivas repeää (1997) (TV)","Kun taivas repeää",1997
"Kühne Schwimmer, Der (1957)","Kühne Schwimmer, Der",1957
"Kyôshoku sôkô Guyver Act II (1991) (V)","Kyôshoku sôkô Guyver Act II",1991
"Laddie (1940)","Laddie",1940
"Ladrona, La (1954)","Ladrona, La",1954
"Lady, Let's Dance (1944)","Lady, Let's Dance",1944
"Laser Moon (1993)","Laser Moon",1993
"Last Alarm, The (1900)","Last Alarm, The",1900
"Last Enchantment (1995)","Last Enchantment",1995
"Laughing Cavalier, The (1917)","Laughing Cavalier, The",1917
"Leave It to Cleavage 2 (1989)","Leave It to Cleavage 2",1989
"Lei ting zhan jing (2000)","Lei ting zhan jing",2000
"Lenin z Krakowa (1997)","Lenin z Krakowa",1997
"Lesley Garrett: The Video (1998) (V)","Lesley Garrett: The Video",1998
"Letac Joe i Marija smjela (1996)","Letac Joe i Marija smjela",1996
"Licensed to Queer (2003)","Licensed to Queer",2003
"Life Without Death (2000)","Life Without Death",2000
"Lights! Camera! Orgy! (1979)","Lights! Camera! Orgy!",1979
"Lindenwirtin, Die (1930)","Lindenwirtin, Die",1930
"Lionheart (1990)","Lionheart",1990
"Little Women in Transit (1996)","Little Women in Transit",1996
"Littles, The","Littles, The",1983
"Live with Regis and Kathie Lee","Live with Regis and Kathie Lee",-1
"Long Feng cha lou (1990)","Long Feng cha lou",1990
"Long Wei shan zhuang (1980)","Long Wei shan zhuang",1980
"Looking in the Fishbowl (2001)","Looking in the Fishbowl",2001
"Loot Maar (1980)","Loot Maar",1980
"Love Potion (1987)","Love Potion",1987
"Lovely Way to Die, A (1968)","Lovely Way to Die, A",1968
"Luftschiff, Das (1983)","Luftschiff, Das",1983
"Lump in My Throat, A (2001) (TV)","Lump in My Throat, A",2001
"Lussuria (1986)","Lussuria",1986
"Maalesh ya zahar (1950)","Maalesh ya zahar",1950
"Maechun 3 (1993)","Maechun 3",1993
"Magalir Mattum (1994)","Magalir Mattum",1994
"Magdanas lurja (1955)","Magdanas lurja",1955
"Magical Galatea, A (1907)","Magical Galatea, A",1907
"Magkaaway (1978)","Magkaaway",1978
"Mai lányok (1937)","Mai lányok",1937
"Main Awara Hoon (1983)","Main Awara Hoon",1983
"Main Street Kid, The (1948)","Main Street Kid, The",1948
"Maîtresse pour couple (1979)","Maîtresse pour couple",1979
"Making of 'The Prince and the Pauper', The (1978) (TV)","Making of 'The Prince and the Pauper', The",1978
"Making of a Male Model (1983) (TV)","Making of a Male Model",1983
"Malfunction Boulevard (2003)","Malfunction Boulevard",2003
"Mammary Memories (1977)","Mammary Memories",1977
"Man Alive","Man Alive",1982
"Man from New Mexico, The (1932)","Man from New Mexico, The",1932
"Man with No Shoes, The (1992)","Man with No Shoes, The",1992
"Man Who Could Cheat Death, The (1959)","Man Who Could Cheat Death, The",1959
"Man's Soul, A (1914)","Man's Soul, A",1914
"Manasam (1997)","Manasam",1997
"Mapping for Defence (1957)","Mapping for Defence",1957
"Margots Freier (1919)","Margots Freier",1919
"Maria på Kvarngården (1945)","Maria på Kvarngården",1945
"Marine Crucible (1997)","Marine Crucible",1997
"Marocain (1989) (TV)","Marocain",1989
"Married? (1926)","Married?",1926
"Marta y alrededores (1999)","Marta y alrededores",1999
"Martori disparuti (1988)","Martori disparuti",1988
"Martyrdom of Philip Strong, The (1916)","Martyrdom of Philip Strong, The",1916
"Mary Shaffer: A Natural Force (1995)","Mary Shaffer: A Natural Force",1995
"Masseur (1998)","Masseur",1998
"Match Game 73","Match Game 73",1982
"Matchless (1973)","Matchless",1973
"Matu kemusi (1956)","Matu kemusi",1956
"Maulkorb, Der (1958)","Maulkorb, Der",1958
"Meaningful Sex (2000) (TV)","Meaningful Sex",2000
"Mechanical Doll, The (1901)","Mechanical Doll, The",1901
"Medicine Ball","Medicine Ball",1995
"Medved (1961)","Medved",1961
"Meeting with... (1991) (TV)","Meeting with...",1991
"Mein Freund, der Scheich (1981)","Mein Freund, der Scheich",1981
"Meister Eder und sein Pumuckl","Meister Eder und sein Pumuckl",1979
"Melody Lingers On, The (1935)","Melody Lingers On, The",1935
"Memorias de fin de siglo (1999)","Memorias de fin de siglo",1999
"Memories of Old Manila (1993)","Memories of Old Manila",1993
"Memory of Berlin (1998) (TV)","Memory of Berlin",1998
"Mi amor por ti","Mi amor por ti",1969
"Mi marido y mi padrino","Mi marido y mi padrino",1957
"Midnight Intruders (1987)","Midnight Intruders",1987
"Miei più cari amici, I (1998)","Miei più cari amici, I",1998
"Miel et cendres (1996)","Miel et cendres",1996
"Mies Marseillesta (1937)","Mies Marseillesta",1937
"Milhaeng (1975)","Milhaeng",1975
"Minal Devi (1923)","Minal Devi",1923
"Minas de Angola (1953)","Minas de Angola",1953
"Mister Jerico (1970) (TV)","Mister Jerico",1970
"Mistry - altid den bedste (1996) (TV)","Mistry - altid den bedste",1996
"Moderne Zyklop, Der (2002)","Moderne Zyklop, Der",2002
"Moeder zonder vrees (1969)","Moeder zonder vrees",1969
"Moglie in vacanza... l'amante in città, La (1980)","Moglie in vacanza... l'amante in città, La",1980
"Moje miasto (2002) (TV)","Moje miasto",2002
"Mokmeyeo bulleobwado (1969)","Mokmeyeo bulleobwado",1969
"Mondo candido (1975)","Mondo candido",1975
"Monique et Christiane (1976)","Monique et Christiane",1976
"Monosabio, El (1977)","Monosabio, El",1977
"Monsieur mon chauffeur (1926)","Monsieur mon chauffeur",1926
"Moonchild (1994) (V)","Moonchild",1994
"Mój Szczecin (1955)","Mój Szczecin",1955
"Mr. Ima Jonah's Home Brew (1921)","Mr. Ima Jonah's Home Brew",1921
"Mrs William Dixon (2002)","Mrs William Dixon",2002
"MTV's Youth in Revolt (1998)","MTV's Youth in Revolt",1998
"Mucho más que dos (1994) (TV)","Mucho más que dos",1994
"Muddabanthi Puvvu (1976)","Muddabanthi Puvvu",1976
"Mujer de Benjamín, La (1991)","Mujer de Benjamín, La",1991
"Mulmangcho (1960)","Mulmangcho",1960
"Muppet Movie, The (1979)","Muppet Movie, The",1979
"Music for UNICEF Concert: A Gift of Song, The (1979) (TV)","Music for UNICEF Concert: A Gift of Song, The",1979
"Musical Offering from the Vatican: A Papal Concert, A (1992) (TV)","Musical Offering from the Vatican: A Papal Concert, A",1992
"Naag Nagin (1989)","Naag Nagin",1989
"Nacht, in der ganz ehrlich überhaupt niemand Sex hatte, Die (2002) (TV)","Nacht, in der ganz ehrlich überhaupt niemand Sex hatte, Die",2002
"Nachts ging das Telefon (1962)","Nachts ging das Telefon",1962
"Narodna biblioteka Srbije pod novim krovom (1976)","Narodna biblioteka Srbije pod novim krovom",1976
"Narren im Schnee (1938)","Narren im Schnee",1938
"Nasa tamnovanja (1954)","Nasa tamnovanja",1954
"Nationaal songfestival (1989) (TV)","Nationaal songfestival",1989
"Nebraska Supersonic (2001)","Nebraska Supersonic",2001
"Nebunia capetelor (1997) (TV)","Nebunia capetelor",1997
"Ned Kelly (1970)","Ned Kelly",1970
"Needhikku Thalai Vanangu (1976)","Needhikku Thalai Vanangu",1976
"Never Again (1915)","Never Again",1915
"New Adventures of Lucky Jim, The","New Adventures of Lucky Jim, The",1982
"New Girl in Town 5 (1994)","New Girl in Town 5",1994
"New Orleans After Dark (1958)","New Orleans After Dark",1958
"New Roof, The (1975)","New Roof, The",1975
"New York Nick","New York Nick",2004
"Next (1912)","Next",1912
"Në gjurmët e shekujve (1960)","Në gjurmët e shekujve",1960
"Nicht alles was fliegt, ist ein Vogel (1979)","Nicht alles was fliegt, ist ein Vogel",1979
"No Fool Like an Old Fool (1914)","No Fool Like an Old Fool",1914
"No Limits 4 (2003) (V)","No Limits 4",2003
"No Reservations (1995) (V)","No Reservations",1995
"No te engañes corazón (1937)","No te engañes corazón",1937
"Nobody's Perfect (2002)","Nobody's Perfect",2002
"Noch minderjährig (1957)","Noch minderjährig",1957
"Nocna kafana (1967) (TV)","Nocna kafana",1967
"Noor pensionär (1972) (TV)","Noor pensionär",1972
"North West One (1999)","North West One",1999
"Northwest Stampede (1948)","Northwest Stampede",1948
"Not a Penny More, Not a Penny Less (1990) (TV)","Not a Penny More, Not a Penny Less",1990
"Not Tonight Henry (1961)","Not Tonight Henry",1961
"Nowy Jork, czwarta rano (1992)","Nowy Jork, czwarta rano",1992
"Number's Alive! (1996) (TV)","Number's Alive!",1996
"O lijepa, o draga, o slatka slobodo (1992)","O lijepa, o draga, o slatka slobodo",1992
"Oben ohne Story, Die (1965)","Oben ohne Story, Die",1965
"Obey the Law (1924)","Obey the Law",1924
"Obra legislativa (1976)","Obra legislativa",1976
"Oflag 64 (2001)","Oflag 64",2001
"Old English (1930)","Old English",1930
"On Becoming a Woman (1987)","On Becoming a Woman",1987
"On Prescription Only (1960)","On Prescription Only",1960
"On the High Card (1921)","On the High Card",1921
"One Round Jeff (1920)","One Round Jeff",1920
"Only Fools Buy Horses","Only Fools Buy Horses",2003
"Only Way to Ski, The (1969) (TV)","Only Way to Ski, The",1969
"Only Woman in Town, The (1912)","Only Woman in Town, The",1912
"Ontstaan en Vergaan (1954)","Ontstaan en Vergaan",1954
"Orlow, Der (1927)","Orlow, Der",1927
"Other Side of Chelsea, The (1993) (V)","Other Side of Chelsea, The",1993
"Otherwise Known as Sheila the Great (1989) (TV)","Otherwise Known as Sheila the Great",1989
"Oublie-moi (1995)","Oublie-moi",1995
"Our Gang Follies of 1936 (1935)","Our Gang Follies of 1936",1935
"Oushou (1948)","Oushou",1948
"Over Time","Over Time",1999
"Overboard (1978) (TV)","Overboard",1978
"Overland Riders (1946)","Overland Riders",1946
"Öngyilkosság a Keletinél (1992)","Öngyilkosság a Keletinél",1992
"Øllet på bjerget (2001)","Øllet på bjerget",2001
"Pai Tirano, O (1941)","Pai Tirano, O",1941
"Pakkathu Veetu Roja (1982)","Pakkathu Veetu Roja",1982
"Palácio de Vênus (1980)","Palácio de Vênus",1980
"Pals (1911)","Pals",1911
"Pamela Congreve (1914)","Pamela Congreve",1914
"Pandora's Clock (1996) (TV)","Pandora's Clock",1996
"Panoramic View of Charleston Exposition (South Carolina) (1902)","Panoramic View of Charleston Exposition (South Carolina)",1902
"Parfois trop d'amour (1992)","Parfois trop d'amour",1992
"Parfum d'Yvonne, Le (1994)","Parfum d'Yvonne, Le",1994
"Particles in Space (1966)","Particles in Space",1966
"Passion for Punishment (1996) (V)","Passion for Punishment",1996
"Pastry Panic (1951)","Pastry Panic",1951
"Patchwork (2003)","Patchwork",2003
"Path of the Paddle: White Water (1996)","Path of the Paddle: White Water",1996
"Paths of Genius, The (1914)","Paths of Genius, The",1914
"Patty (1962)","Patty",1962
"Patty's Posse","Patty's Posse",2003
"Payoff, The (1994) (V)","Payoff, The",1994
"Páginas en negro, Unas (1950)","Páginas en negro, Unas",1950
"Pázmány (1987) (TV)","Pázmány",1987
"Pendekar bujang lapok (1959)","Pendekar bujang lapok",1959
"Penny's Picnic (1938)","Penny's Picnic",1938
"Pequeños gigantes, Los (1960)","Pequeños gigantes, Los",1960
"Pergamin Konfederacji Warszawskiej 1573 roku (1988)","Pergamin Konfederacji Warszawskiej 1573 roku",1988
"Perle von Tokay, Die (1953)","Perle von Tokay, Die",1953
"Perra, La (1967)","Perra, La",1967
"Perverted Stories 9 (1996) (V)","Perverted Stories 9",1996
"Pick-up, The (1999)","Pick-up, The",1999
"Picking up the Pieces","Picking up the Pieces",1998
"Picnic (1975)","Picnic",1975
"Platoon Leader (1988)","Platoon Leader",1988
"Plays for Pleasure","Plays for Pleasure",1981
"Pleasure at Her Majesty's (1976) (TV)","Pleasure at Her Majesty's",1976
"Point douloureux, Le (1979)","Point douloureux, Le",1979
"Political Discussion, A (1900)","Political Discussion, A",1900
"Poslednja trka (1979)","Poslednja trka",1979
"Pourquoi t'as fait ça? (2001)","Pourquoi t'as fait ça?",2001
"Power Game, The (1997)","Power Game, The",1997
"Premiere (1936)","Premiere",1936
"Preston Sturges: The Rise and Fall of an American Dreamer (1990) (TV)","Preston Sturges: The Rise and Fall of an American Dreamer",1990
"Pride of Ireland (2000)","Pride of Ireland",2000
"Primal Instinct (1996) (V)","Primal Instinct",1996
"Prince Edward Island in Motion; Home of the Silver Black Fox Industry (1914)","Prince Edward Island in Motion; Home of the Silver Black Fox Industry",1914
"Prins hatt under jorden (1980)","Prins hatt under jorden",1980
"Prival strannikov (1991)","Prival strannikov",1991
"Private Secretary, The (1935)","Private Secretary, The",1935
"Prize Performance","Prize Performance",1950
"Productione Albanaises (1970)","Productione Albanaises",1970
"Prokliatiye millioni (1917)","Prokliatiye millioni",1917
"Proud Youth, The (1978)","Proud Youth, The",1978
"Provinzonkel, Der (1926)","Provinzonkel, Der",1926
"Psahnondas gia tin Pinelopi (1981)","Psahnondas gia tin Pinelopi",1981
"Pueblo en armas (1961)","Pueblo en armas",1961
"Pumps (1999)","Pumps",1999
"Puppet File, The (1994) (V)","Puppet File, The",1994
"Qaid (1975)","Qaid",1975
"Qiu tian de yin xiang (1983)","Qiu tian de yin xiang",1983
"Quand on est amoureux c'est merveilleux (1999)","Quand on est amoureux c'est merveilleux",1999
"Queer Son (1993)","Queer Son",1993
"Queretaro 78 (1977)","Queretaro 78",1977
"Question of Trust, A (1920)","Question of Trust, A",1920
"Question of Values, A (1971)","Question of Values, A",1971
"Quiet Wedding (1941)","Quiet Wedding",1941
"Radevou me mian agnosti (1968)","Radevou me mian agnosti",1968
"Rage (1966)","Rage",1966
"Rainbow","Rainbow",1992
"Rainha Louca, A","Rainha Louca, A",1967
"Rajakota Rahasyam (1971)","Rajakota Rahasyam",1971
"Raju-Peda (1954)","Raju-Peda",1954
"Ramayan","Ramayan",1988
"Rang Berang (1948)","Rang Berang",1948
"Raoul Wallenberg: Between the Lines (1986)","Raoul Wallenberg: Between the Lines",1986
"Ratnadeep (1979)","Ratnadeep",1979
"Rats, The (2002) (TV)","Rats, The",2002
"Rave (2000)","Rave",2000
"Reaction Stick (1998)","Reaction Stick",1998
"Real Bullets (1990)","Real Bullets",1990
"Rebaño, El (1997)","Rebaño, El",1997
"Red Man (2001)						2001	(shot 1997)","Red Man",-1
"Reed, México insurgente (1973)","Reed, México insurgente",1973
"Regard des autres, Le (1980)","Regard des autres, Le",1980
"Reise ohne Wiederkehr (1989)","Reise ohne Wiederkehr",1989
"Repelsteeltje (1973)","Repelsteeltje",1973
"Reportero, El (1987)","Reportero, El",1987
"Respect the Law (1941)","Respect the Law",1941
"Return of Jewel Thief (1996)","Return of Jewel Thief",1996
"Revolução de 30 (1980)","Revolução de 30",1980
"Revolver: Calling the Shots (2002) (V)","Revolver: Calling the Shots",2002
"Ricksha Mama (1992)","Ricksha Mama",1992
"Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa? (1968)","Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?",1968
"Río de la muerte (1977)","Río de la muerte",1977
"Río de las ánimas, El (1964)","Río de las ánimas, El",1964
"Road Songs: A Portrait of Robbie Robertson (2001) (TV)","Road Songs: A Portrait of Robbie Robertson",2001
"Roar, Navy, Roar (1942)","Roar, Navy, Roar",1942
"Rock Me Slow (1999)","Rock Me Slow",1999
"Rocket Ranger (1963) (TV)","Rocket Ranger",1963
"Rogue with a Heart, The (1916)","Rogue with a Heart, The",1916
"Rolling in the Sky: Red Arrows (1986) (V)","Rolling in the Sky: Red Arrows",1986
"Romances de terre et d'eau (2002)","Romances de terre et d'eau",2002
"Romeo und Julia auf dem Dorfe (1984)","Romeo und Julia auf dem Dorfe",1984
"Roommates (2002) (V)","Roommates",2002
"Roped by Radio (1925)","Roped by Radio",1925
"Rosary, The (1911)","Rosary, The",1911
"Rose Garden, The (1995)","Rose Garden, The",1995
"Rot in Zanzibar (1954)","Rot in Zanzibar",1954
"Rounding Up the Bandits (1923)","Rounding Up the Bandits",1923
"Rugby Special","Rugby Special",-1
"Ruimte in, De","Ruimte in, De",1959
"Rumbo a Brasilia (1960)","Rumbo a Brasilia",1960
"Sainte farce, La (1972) (TV)","Sainte farce, La",1972
"Sairandhri (1939)","Sairandhri",1939
"Samlaren (1989)","Samlaren",1989
"Samozvantsy","Samozvantsy",1997
"Sans titre - Drames brefs (2003)","Sans titre - Drames brefs",2003
"Santaan (1993)","Santaan",1993
"Santiago (1956)","Santiago",1956
"Scene in Legation Street, Shanghai (1901)","Scene in Legation Street, Shanghai",1901
"Scènes d'amour en Bavière (1995)","Scènes d'amour en Bavière",1995
"Scherzo - Verwitterte Melodie (1943)","Scherzo - Verwitterte Melodie",1943
"Schneewittchen... und die schwangere Königin (2001) (V)","Schneewittchen... und die schwangere Königin",2001
"Scream Queens Swimsuit Sensations (1992) (V)","Scream Queens Swimsuit Sensations",1992
"Se på tegnsprog","Se på tegnsprog",1988
"Sealed Lips (1931)","Sealed Lips",1931
"Seine beste Rolle (1989) (TV)","Seine beste Rolle",1989
"Selbstbedienung (1968) (TV)","Selbstbedienung",1968
"Semideus, O","Semideus, O",1973
"Seokhwachon (1972)","Seokhwachon",1972
"Serpent and the Sandman (1999) (V)","Serpent and the Sandman",1999
"Sexual Meditation: Hotel (1970)","Sexual Meditation: Hotel",1970
"Shadow Magic (2000)","Shadow Magic",2000
"Shadow of the Cat (1961)","Shadow of the Cat",1961
"Shadows of Chinatown (1926)","Shadows of Chinatown",1926
"Shattering the Silences: The Case for Minority Faculty (1997)","Shattering the Silences: The Case for Minority Faculty",1997
"She-Wolf, The (1931)","She-Wolf, The",1931
"Sheetrock (1997)","Sheetrock",1997
"Shin kitsune no tameki (1962)","Shin kitsune no tameki",1962
"Shindig! Presents British Invasion Vol. 2 (1992) (V)","Shindig! Presents British Invasion Vol. 2",1992
"Shoal Light, The (1915)","Shoal Light, The",1915
"Short in the Saddle (1962)","Short in the Saddle",1962
"Showa onna bakuto (1972)","Showa onna bakuto",1972
"Showa onnamichi: Rashomon (1972)","Showa onnamichi: Rashomon",1972
"Shuranosuke zamma-ken (1996)","Shuranosuke zamma-ken",1996
"Si las mujeres mandaran (o mandasen) (1982)","Si las mujeres mandaran (o mandasen)",1982
"Sign Please (1933)","Sign Please",1933
"Sininen imettäjä (1985)","Sininen imettäjä",1985
"Sitapur Ki Geeta (1987)","Sitapur Ki Geeta",1987
"Sk8 Life (2004)","Sk8 Life",2004
"Skal vi være kærester? (1997)","Skal vi være kærester?",1997
"Skies sto peristilio","Skies sto peristilio",2001
"Skinny the Moocher (1939)","Skinny the Moocher",1939
"Skizbe (1967)","Skizbe",1967
"Slapstick and Old Lace","Slapstick and Old Lace",1971
"Sleeping with Seattle (1993) (V)","Sleeping with Seattle",1993
"Sluts of the Nyle 2: Celebrity Sluts (2001) (V)","Sluts of the Nyle 2: Celebrity Sluts",2001
"Small Town Idol, A (1921)","Small Town Idol, A",1921
"Sniper 3 (2004) (V)","Sniper 3",2004
"Social Secretary, The (1912)","Social Secretary, The",1912
"Solo y conmigo (2000)","Solo y conmigo",2000
"Solomon and Sheba (1959)","Solomon and Sheba",1959
"Some Kind of Hero (1982)","Some Kind of Hero",1982
"Some of Your Bits Ain't Nice (1982)","Some of Your Bits Ain't Nice",1982
"Somebody Lied (1923)","Somebody Lied",1923
"Something to Think About (1920)","Something to Think About",1920
"Son-Daughter, The (1932)","Son-Daughter, The",1932
"Sons of the Sea (1925)","Sons of the Sea",1925
"Sous le signe du vaudou (1974)","Sous le signe du vaudou",1974
"Sous les draps, les étoiles (1989)","Sous les draps, les étoiles",1989
"South Park Rally (1999) (VG)","South Park Rally",1999
"Southern Comfort (1995) (V)","Southern Comfort",1995
"SøndagsÅpent","SøndagsÅpent",1993
"Space Invaders '95 (1995) (VG)","Space Invaders '95",1995
"Sparks Live In London (2000) (V)","Sparks Live In London",2000
"Speed (1925)","Speed",1925
"Speelmeisje (1968)","Speelmeisje",1968
"Spoonful of Sugar (2003)","Spoonful of Sugar",2003
"Spray Jet (1986)","Spray Jet",1986
"Square Shooter (1935)","Square Shooter",1935
"Staatsanwalt hat das Wort - Gefährliche Freundschaft, Der (1982) (TV)","Staatsanwalt hat das Wort - Gefährliche Freundschaft, Der",1982
"Stalked (1972)","Stalked",1972
"Standstill (1995)","Standstill",1995
"Star Cuts 56: Ginger Lynn (1987) (V)","Star Cuts 56: Ginger Lynn",1987
"Starwoids (2001)","Starwoids",2001
"Strictly Unconventional (1930)","Strictly Unconventional",1930
"Stunde der Wahrheit (1958) (TV)","Stunde der Wahrheit",1958
"Substitute Wife, The (1994) (TV)","Substitute Wife, The",1994
"Sunce na cetiri zvonika (1976)","Sunce na cetiri zvonika",1976
"Suranga Mhantyat Mala (1967)","Suranga Mhantyat Mala",1967
"Susa - Mali (1984)","Susa - Mali",1984
"Swami MD #1: Coming to America (1999) (V)","Swami MD #1: Coming to America",1999
"Swedish Erotica 4 (1981)","Swedish Erotica 4",1981
"Ta lai zi hu zhi ming shi (1994)","Ta lai zi hu zhi ming shi",1994
"Ta' det som en mand, frue! (1975)","Ta' det som en mand, frue!",1975
"Taim (1977)","Taim",1977
"Tales from the Tower (2001)","Tales from the Tower",2001
"Tall, Dark and Handsome (1941)","Tall, Dark and Handsome",1941
"Tamr henna (1957)","Tamr henna",1957
"Tarnished Heroes (1961)","Tarnished Heroes",1961
"Tarzan Finds a Son! (1939)","Tarzan Finds a Son!",1939
"Tatort - 3:0 für Veigl (1974) (TV)","Tatort - 3:0 für Veigl",1974
"Tatort - Aus der Traum (1986) (TV)","Tatort - Aus der Traum",1986
"Tatort - Das stille Geschäft (1977) (TV)","Tatort - Das stille Geschäft",1977
"Tatort - Der Fremdwohner (2002) (TV)","Tatort - Der Fremdwohner",2002
"Tatort - Der Prügelknabe (2003) (TV)","Tatort - Der Prügelknabe",2003
"Tatort - Der Tausch (1986) (TV)","Tatort - Der Tausch",1986
"Tatort - Der vierte Mann (2004) (TV)","Tatort - Der vierte Mann",2004
"Tatort - Eiskalt (1997) (TV)","Tatort - Eiskalt",1997
"Tatort - Feuerwerk für eine Leiche (1988) (TV)","Tatort - Feuerwerk für eine Leiche",1988
"Tatort - Feuerzauber (1977) (TV)","Tatort - Feuerzauber",1977
"Tatort - Hahnenkämpfe (1997) (TV)","Tatort - Hahnenkämpfe",1997
"Tatort - Kalte Wut (2001) (TV)","Tatort - Kalte Wut",2001
"Tatort - Kein Kinderspiel (1980) (TV)","Tatort - Kein Kinderspiel",1980
"Tatort - Kindstod (2001) (TV)","Tatort - Kindstod",2001
"Tatort - Leiche im Keller (1986) (TV)","Tatort - Leiche im Keller",1986
"Tatort - Lockvögel (1996) (TV)","Tatort - Lockvögel",1996
"Tatort - Mord auf Raten (1980) (TV)","Tatort - Mord auf Raten",1980
"Tatort - Mord im Ministerium (1974) (TV)","Tatort - Mord im Ministerium",1974
"Tatort - Mordverdacht (1971) (TV)","Tatort - Mordverdacht",1971
"Tatort - Rattenlinie (2000) (TV)","Tatort - Rattenlinie",2000
"Tatort - Rattennest (1972) (TV)","Tatort - Rattennest",1972
"Tatort - Schimanskis Waffe (1990) (TV)","Tatort - Schimanskis Waffe",1990
"Tatort - Schlußverkauf (1978) (TV)","Tatort - Schlußverkauf",1978
"Tatort - Schwarzer Advent (1998) (TV)","Tatort - Schwarzer Advent",1998
"Tatort - Tod aus der Vergangenheit (1992) (TV)","Tatort - Tod aus der Vergangenheit",1992
"Tatort - Tödlicher Treff (1987) (TV)","Tatort - Tödlicher Treff",1987
"Tatort - Veras Waffen (2003) (TV)","Tatort - Veras Waffen",2003
"Tatort - Willkommen in Köln (1997) (TV)","Tatort - Willkommen in Köln",1997
"Taxi-Gattin (1950)","Taxi-Gattin",1950
"Tänzer meiner Frau, Der (1925)","Tänzer meiner Frau, Der",1925
"Tea at the Ritz (1963) (TV)","Tea at the Ritz",1963
"Team One (2003)","Team One",2003
"Teammates, The (2003) (TV)","Teammates, The",2003
"Teenage Mother (1968)","Teenage Mother",1968
"Teenage Tease (1983)","Teenage Tease",1983
"Telaraña, La (1990)","Telaraña, La",1990
"Teleftea Sinentefxi tou Nikou Svoronou: O Nikos Svoronos Milai gia ton Niko Poulantza (1988)","Teleftea Sinentefxi tou Nikou Svoronou: O Nikos Svoronos Milai gia ton Niko Poulantza",1988
"Tempest (1982)","Tempest",1982
"Terminal Case of Love (1998) (V)","Terminal Case of Love",1998
"Terra (2003)","Terra",2003
"Tetri mkhedari (1929)","Tetri mkhedari",1929
"Thachali Marumakan Chandu (1974)","Thachali Marumakan Chandu",1974
"Thangamaana Raasa (1989)","Thangamaana Raasa",1989
"Thema's van de inspiratie (1938)","Thema's van de inspiratie",1938
"They Nest (2000) (TV)","They Nest",2000
"They Were Four (1917)","They Were Four",1917
"They Won't Believe Me (1947)","They Won't Believe Me",1947
"This Pretty Planet: Tom Chapin in Concert (1992) (V)","This Pretty Planet: Tom Chapin in Concert",1992
"Three Men on a Horse (1936)","Three Men on a Horse",1936
"Three's Company: The E! True Hollywood Story (1998) (TV)","Three's Company: The E! True Hollywood Story",1998
"Thrills of Music: Skitch Henderson and His Orchestra (1948)","Thrills of Music: Skitch Henderson and His Orchestra",1948
"Thunderbirds (1952)","Thunderbirds",1952
"Tiddly-Winks (1927)","Tiddly-Winks",1927
