181146,"Kushner, Donald","They Nest (2000) (TV)","executive producer"
181470,"Kwak, Jeong-hwan","Wonhanui gongdongmyuji (1983)","producer"
181690,"Kölsch, Peter","Meister Eder und sein Pumuckl","line producer"
181692,"Köngäs, Heidi","Angela ja ajan tuulet","producer"
181832,"L'Ange, Ash","Nebraska Supersonic (2001)","producer"
182485,"Lagestee, Martin","Do Not Disturb (1999)","line producer"
183483,"Lalou, Serge","Adieu (2003)","producer"
183719,"Lambert, Christopher","Good Shepherd, The (2004)","executive producer"
183888,"Lambros, Alana H.","Wild Pair, The (1987)","associate producer"
184371,"Landin, Bo","Dead Sea Scrolls: Unraveling the Mystery (1998) (TV)","executive producer"
185229,"Lantos, Robert","Guardian System, The (1986) (TV)","producer"
185302,"Lantz, Walter","100 Pigmies and Andy Panda (1940)","producer"
185725,"Lantz, Walter","Short in the Saddle (1962)","producer"
186193,"Laroche, Jean-Philippe","Meeting with... (1991) (TV)","producer"
186327,"Larsen, Birger","Skal vi være kærester? (1997)","producer"
186467,"Latham, Michael (III)","Man Alive","producer"
186863,"Larsen, Gert B.","Dronningens nytårstale (1999) (TV)","producer"
187032,"Larson, Glen A.","Knight Rider (1982) (TV)","executive producer"
187324,"Lasky, Jesse L.","Something to Think About (1920)","producer"
188221,"Lazer, David","Muppet Movie, The (1979)","co-producer"
190100,"Lee, Woo-seok","Milhaeng (1975)","producer"
190128,"Lee, You-ning","Shadow Magic (2000)","co-producer"
190146,"Leech, Tammy","New York Nick","executive producer"
190297,"Lefakis, Michalis","Jack o kavalaris (1979)","producer"
190303,"Lefaux, Jean","Trois couronnes du matelot, Les (1983)","producer"
190543,"Lehmann, Heinz (I)","Do Not Disturb (1999)","executive producer"
190575,"Lehmuskallio, Markku","Sininen imettäjä (1985)","producer"
190839,"Leisner, Otto","H.O.P.L.A.","1979-1982"
191725,"Lepke, Elke","Tatort - Tod aus der Vergangenheit (1992) (TV)","executive producer"
191761,"Lerman, Jeremy","Nebraska Supersonic (2001)","producer"
191863,"Lerner, Avi","Platoon Leader (1988)","executive producer"
192068,"LeRoy, Mervyn","Three Men on a Horse (1936)","producer"
192499,"Leung Dung Lei, Tony","Ta lai zi hu zhi ming shi (1994)","producer"
192642,"Leverenz, Daren","Unknown Cyclist, The (1998)","executive producer"
193048,"Levine, Laura (II)","Digging for Dutch: The Search for the Lost Treasure of Dutch Schultz (2001)","producer"
193380,"Levinson, Lisa (I)","General Hospital","producer"
194026,"Lewinger, Ilan","Rave (2000)","producer"
194828,"Lichtenstein, Olivia","Lump in My Throat, A (2001) (TV)","producer"
194903,"Lidz, Franz","Unstrung Heroes (1995)","co-producer"
194971,"Lieberman, Robert (I)","Jake 2.0: The Tech (2003) (TV)","executive producer"
194981,"Lieberman, Robert (I)","Medicine Ball","executive producer"
195527,"Limmer, Ulrich","Handvoll Gras, Eine (2000)","associate producer"
195580,"Linares, Marco Julio","Mujer de Benjamín, La (1991)","co-executive producer"
195837,"Lindsay, Lance","Real Bullets (1990)","producer"
195881,"Lindström, Göran","Prins hatt under jorden (1980)","producer"
197426,"Locke, Peter (I)","They Nest (2000) (TV)","executive producer"
197497,"Lodahl, Thorkil","Fjernsyn","producer"
197727,"Lohner, Peter","Dumm gelaufen (1997)","producer"
198285,"Longstreet, Renee","Vow to Kill, A (1995) (TV)","producer"
198296,"Longval, Jean-Marc","À la vitesse d'un cheval au galop (1992)","producer"
198315,"Lonsdale, Pamela","Rainbow","producer"
198399,"Lopes Ribeiro, António","Pai Tirano, O (1941)","producer"
198579,"Lord, Jean-Claude","Colombes, Les (1972)","producer"
198850,"Loring, Lynn","Making of a Male Model (1983) (TV)","producer"
199517,"Low, Colin","Path of the Paddle: White Water (1996)","producer"
199813,"Lozano Telere, Raúl","Años perdidos, Los","producer"
200033,"Luca, Claudio","Boys of St. Vincent, The (1992) (TV)","producer"
200491,"Luff, Peter","Pleasure at Her Majesty's (1976) (TV)","stage producer"
200558,"Lukaczik, Kirsten","Tatort - Kalte Wut (2001) (TV)","producer"
201156,"Lustig, William","Revolver: Calling the Shots (2002) (V)","producer"
201289,"Lydholm, Thomas","Skal vi være kærester? (1997)","producer"
201340,"Lynch IV, William E.","Halfway to Heaven and Hell (2003)","producer"
201364,"Lynch, Ed (IV)","Four Simples Rules (2003)","producer"
201994,"López, Héctor (II)","Veneno para las hadas (1984)","producer"
202027,"López, Salvador (I)","Reed, México insurgente (1973)","producer"
202225,"Maas, Dick","Do Not Disturb (1999)","producer"
202458,"MacDonald, Cindy","Live with Regis and Kathie Lee","1998-2001"
202581,"MacDonald, Graeme","Where the Buffalo Roam (1966) (TV)","producer"
203231,"Mackay, Anne-Marie","Junky's Christmas, The (1993)","executive producer"
203345,"Mackie, Nick","Hobbies: Model Bus Collector (2002)","producer"
203792,"Madden, David (I)","Rats, The (2002) (TV)","executive producer"
204183,"Maghsoudlou, Bahman","Zendegi dar meh (1999)","executive producer"
204186,"Maghsoudlou, Behrouz","Zendegi dar meh (1999)","producer"
204433,"Maher, Catherine","Edge of Night, The","1980"
207267,"Marcandella, Benoît","Babyroussa the Babiroussa (1994)","producer"
207328,"Marchant, Vic","Asian Babes 2 (1993) (V)","producer"
207574,"Marcus, Leon","Adventures of Pow Wow, The","executive producer"
207607,"Marcus, Paula","Trials of Rosie O'Neill, The","associate producer"
207962,"Marignac, Martine","Hurlevent (1985)","delegate producer"
208562,"Marks, Julian","Vow to Kill, A (1995) (TV)","executive producer"
208918,"Marquess, Paul","Picking up the Pieces","producer"
209290,"Marshall, John (V)","Greatest, The (1977)","producer"
209990,"Martinelli, Gabriella","John and the Missus (1987)","co-producer"
210193,"Martino, Luciano","Moglie in vacanza... l'amante in città, La (1980)","producer"
211004,"Mason, Paul (II)","Wild Pair, The (1987)","producer"
211055,"Massa, Umberto","Amore imperfetto, L' (2002)","producer"
211541,"Mather, Susan","Picking up the Pieces","line producer"
211751,"Matouk, Antonio","Pablo y Carolina (1957)","producer"
211965,"Matthews, Gina","Jake 2.0: The Tech (2003) (TV)","executive producer"
213090,"Mazursky, Paul","Tempest (1982)","producer"
214381,"McDonald, Bruce (I)","Highway 61 (1991)","producer"
214517,"McDougall, Francine","Junky's Christmas, The (1993)","producer"
215089,"McGowan, Robert F.","Who Killed Doc Robbin? (1948)","producer"
215827,"McLaren, Norman","Keep Your Mouth Shut (1944)","producer"
216237,"McMahon, John J.","Warning: Parental Advisory (2002) (TV)","producer"
216471,"McManus, John (I)","Burr's Novelty Review No. 1 (1922)","producer"
216477,"McManus, John (I)","Mr. Ima Jonah's Home Brew (1921)","producer"
216878,"Mead, Thomas","Roar, Navy, Roar (1942)","producer"
217739,"Melchior, Ib","Patty (1962)","associate producer"
217832,"Melendez, Ray","CTV","producer"
218653,"Menke, Jeff","Chickboxin Underground (1999)","assistant producer"
219145,"Merinero, Fernando","Agujetas en el alma (1998)","producer"
219419,"Mesa, John P.","Roommates (2002) (V)","producer"
219725,"Metodiev, Alexander","Ispanska muha (1998)","supervising producer"
219784,"Metzler, Jim","Gun, a Car, a Blonde, A (1997)","associate producer"
220612,"Michel, Werner","Edge of Night, The","1956"
220669,"Michelucci, Robert V.","Scream Queens Swimsuit Sensations (1992) (V)","co-producer"
220878,"Miernowski, Tomasz","Farba (1998)","producer"
221100,"Milani, Katia","Shadow Magic (2000)","executive producer"
221441,"Millar, Stuart","I Could Go on Singing (1963)","executive producer"
221645,"Miller, David R.","Gun, a Car, a Blonde, A (1997)","executive producer"
221839,"Miller, Lee (IV)","Cry for Help: The Tracey Thurman Story, A (1989) (TV)","producer"
221910,"Miller, Max B.","Youthquake! (1975)","producer"
222377,"Millimaki, Kim","Warning: Parental Advisory (2002) (TV)","associate producer"
223337,"Miquet, Francis","Life Without Death (2000)","producer"
223427,"Mirell, Leon","General Hospital","1968) (as Leon I. Mirell"
224318,"Mix, Tom","Never Again (1915)","producer"
225077,"Molas, Alba","Telaraña, La (1990)","executive producer"
225430,"Monas, George","Jones & Jury","line producer"
226106,"Montiel Pagés, Gustavo","Mujer de Benjamín, La (1991)","executive producer"
226209,"Monty, Gloria","General Hospital","1978-1987, 1991-1992"
226243,"Moon, Cho","Shadow Magic (2000)","associate producer"
226641,"Moore, Tim (II)","Bobby Jones, Stroke of Genius (2004)","line producer"
226642,"Moore, Tim (II)","Bobby Jones, Stroke of Genius (2004)","producer"
227008,"Moranville, John B.","General Hospital","1985-1986"
227279,"Morgan, André E.","Lei ting zhan jing (2000)","producer"
228901,"Moss, Eric","Komischer Heiliger, Ein (1979)","line producer"
229405,"Mozilo, Lori","VH-1 to One: Paula Abdul (1992) (TV)","supervising producer"
229817,"Mullen, David (I)","Live with Regis and Kathie Lee","1998-2001"
230795,"Myers, Chris (II)","Face in the Frame, The (1998)","executive producer"
231998,"Münch, Christopher","Harry and Max (2004)","producer"
232383,"Nagata, Masaichi","Daikaijû Gamera (1965)","executive producer"
232443,"Nagata, Masaichi","Oushou (1948)","producer"
232527,"Nagy, Ivan (I)","Andel milosrdenství (1994)","producer"
232679,"Naidu, D. Rama","Santaan (1993)","producer"
232998,"Nakazawa, Toshiaki","Kishiwada shônen gurentai: Chikemuri junjô-hen (1997)","producer"
233030,"Nalpas, Louis","Ce que les Flots Racontent (1916)","producer"
233836,"Navarro, Bertha","Reed, México insurgente (1973)","producer"
234111,"Neale, Colin","Boys of St. Vincent, The (1992) (TV)","producer"
234983,"Neufeld, Sigmund","Overland Riders (1946)","producer"
235324,"Nelson, Stanley","Shattering the Silences: The Case for Minority Faculty (1997)","producer"
235410,"Nemeskürty, István","Amerikai cigaretta (1977)","producer"
235785,"New, Robert Lynn","Hungry Bachelors Club, The (1999)","co-producer"
236455,"Nichols, Anthony (II)","Egoists, The (2003)","producer"
236473,"Nichols, Deborah","Carnal Passion (2001) (V)","producer) (as Debra Nichols"
236542,"Nichols, Monica","Egoists, The (2003)","producer"
236557,"Nicholson, Erwin","Edge of Night, The","1966-84"
236558,"Nicholson, Erwin","Edge of Night, The","1966-1981"
237475,"Nissan, Ruti","Kasefet, Ha-","executive producer"
239049,"Nunes, A. Robert","Big Tip Off, The (1955)","associate producer"
239381,"O'Brian, Peter (I)","John and the Missus (1987)","producer"
239473,"O'Brien, Joseph (I)","Roar, Navy, Roar (1942)","producer"
239677,"O'Connor, Andrew (II)","Derren Brown Plays Russian Roulette Live (2003) (TV)","executive producer"
239715,"O'Connor, Geoffrey","Four Simples Rules (2003)","producer"
240180,"O'Leary, Mary (II)","General Hospital","producer"
240192,"O'Mahoney, Conor","Man with No Shoes, The (1992)","producer"
240792,"Occhipinti, Andrea","Amore imperfetto, L' (2002)","producer"
240925,"Odé, Wim","Het is de Schraapzucht, gentlemen (1996) (TV)","producer"
241316,"Ojeda, Manuel R.","Voz del deber, La (1927)","producer"
241340,"Okada, Mariko","Akitsu onsen (1962)","planner"
241835,"Oliveira, Alexandre","Água e Sal (2002)","line producer"
244576,"Ozon, Ural","Kibris volkani (1965)","producer"
245079,"Paglia, Mark","Laser Moon (1993)","producer"
246335,"Papadopoulos, John (I)","Matchless (1973)","producer"
246775,"Paris, James","Demonismeni, I (1975)","producer"
246859,"Park, Gu","Mulmangcho (1960)","producer"
246941,"Park, Jong-chan","Maechun 3 (1993)","producer"
247161,"Parker, Helen (III)","Eddie Izzard: Circle (2002) (V)","executive producer"
247545,"Parlapanides, Charley","Hook Up, The (2003)","producer"
248234,"Pasetta, Marty","Music for UNICEF Concert: A Gift of Song, The (1979) (TV)","producer"
249087,"Paul, Robert W.","Twins' Tea Party, The (1897)","producer"
249668,"Pearl, Hal","Not Tonight Henry (1961)","associate producer"
250474,"Penington, Jon","Shadow of the Cat (1961)","producer"
250492,"Penn, Marilyn","Gun, a Car, a Blonde, A (1997)","line producer"
251820,"Person, Luís Sérgio","Em Cada Coração um Punhal (1970)","producer"
252178,"Peters, Maria","First Child on the Moon (2001)","producer"
252434,"Petrak, Greg","Moonchild (1994) (V)","executive producer"
252737,"Petz, Ernst","Tatort - Feuerwerk für eine Leiche (1988) (TV)","producer"
253099,"Phelps, Jill Farren","General Hospital","executive producer"
253113,"Philbin, Regis","Live with Regis and Kathie Lee","1999-"
253555,"Piazzesi, Andrea","È già ieri (2004)","line producer"
253764,"Picker, Sidney","Main Street Kid, The (1948)","associate producer"
254985,"Pirk, Kurt A.","Patchwork (2003)","producer"
255469,"Platt Jacoby, Nancy","Day & Date","supervising producer"
255583,"Plenov, Leif","H.O.P.L.A.","producer"
255872,"Poche, Helga","Tatort - Kindstod (2001) (TV)","executive producer"
256306,"Polachek, Charles","Edge of Night, The","1956-1959"
256841,"Pombo, Vanessa","Vida total","executive producer"
256928,"Pommer, Erich","Illusion in Moll (1952)","producer"
257119,"Ponti, Carlo","Amanti (1968)","producer"
257248,"Ponti, Carlo","Vita da cani (1950)","producer"
257283,"Pool, Betsy","Unknown Cyclist, The (1998)","producer"
257841,"Pos, Hans","First Child on the Moon (2001)","producer"
258028,"Potamkin, Buzz","Flintstones Christmas Carol, A (1994) (TV)","executive producer"
258131,"Potter, Terence S.","È già ieri (2004)","co-producer"
258498,"Powers, Barclay","Anarchy TV (1997)","producer"
258575,"Powers, Pat (I)","Babes in the Woods (1911)","producer"
259683,"Price, Noel","Adventures of Sam, The","producer"
260217,"Provan, Gareth","Jones & Jury","associate producer"
260383,"Przywara, Dennis","Starwoids (2001)","producer"
260631,"Pullman, Bill","Virginian, The (2000) (TV)","producer"
260857,"Putterman, Brian","Amazing Vacation Homes (2004) (TV)","supervising producer"
261196,"Pérez, Vicente (I)","Agujetas en el alma (1998)","executive producer"
262373,"Ragat, Gene","Nobody's Perfect (2002)","co-executive producer"
262430,"Raguse, Günter","Goldsucher von Arkansas, Die (1964)","executive producer"
262978,"Rackin, Martin","Santiago (1956)","producer"
263268,"Ram, Atma","Qaid (1975)","producer"
263358,"Ramcke, Kerstin","Tatort - Lockvögel (1996) (TV)","producer"
263461,"Ramos, Courinha","Carnaval em Lourenço Marques (1964)","producer"
263649,"Ramírez Suárez, Jorge","Mujer de Benjamín, La (1991)","producer"
264042,"Rao, Bing","Shadow Magic (2000)","associate producer"
264332,"Rasheed, Eman","Day & Date","associate producer"
265215,"Raynor, Lynn","Virginian, The (2000) (TV)","producer"
266474,"Reid, Cliff","Laddie (1940)","producer"
266639,"Reifarth, Dieter","Bücher (1986)","producer"
267668,"Rettinger, Carl-Ludwig","Identity-Kid (1988) (TV)","producer"
268272,"Rhodes, Michael (I)","Cutter to Houston","supervising producer"
268403,"Ribeiro, Luiz Severiano","Entre Mulheres e Espiões (1961)","producer"
268622,"Rich, Elaine","Making of a Male Model (1983) (TV)","producer"
269072,"Riche, Wendy","General Hospital","1992-2001"
269309,"Richmond, Ted","Solomon and Sheba (1959)","producer"
270817,"Roach Jr., Hal","Who Killed Doc Robbin? (1948)","executive producer"
270834,"Roach, Hal","Air-Tight (1931)","producer"
270865,"Roach, Hal","Back Stage (1923)","producer"
270920,"Roach, Hal","Bromo and Juliet (1926)","producer"
271324,"Roach, Hal","Our Gang Follies of 1936 (1935)","producer"
271546,"Roach, Hal","Who Killed Doc Robbin? (1948)","executive producer"
273600,"Roe, Bob","Rats, The (2002) (TV)","producer"
273779,"Rogell, Albert S.","Northwest Stampede (1948)","producer"
274210,"Rogers, Pieter","Young Sherlock: The Mystery of the Manor House","producer"
274319,"Rohauer, Raymond","Blacksmith, The (1922)","producer"
274369,"Rohrbach, Günter","Handvoll Gras, Eine (2000)","producer"
275113,"Rooij, Michiel de","Cowboy uit Iran (1999) (TV)","executive producer"
275189,"Rooney, Mickey (I)","Atomic Kid, The (1954)","producer"
275445,"Rosas Priego, Enrique","Río de las ánimas, El (1964)","producer"
276034,"Rosen, Peter (I)","Musical Offering from the Vatican: A Papal Concert, A (1992) (TV)","producer"
276082,"Rosen, S. Howard","John and the Missus (1987)","delegate producer"
277094,"Ross, Dave (I)","Bobby Jones, Stroke of Genius (2004)","executive producer"
277753,"Roth, Donna","Unstrung Heroes (1995)","producer"
279016,"Ruanova, Alfredo","Perra, La (1967)","producer"
279205,"Rubin, Jackie","Unstrung Heroes (1995)","associate producer"
279764,"Ruiz Sandoval, Humberto","Dempsey en México (1925)","producer"
279890,"Rupp, Walter","Amants du Tage, Les (1955)","producer"
281403,"Sagar, Ramanand","Ramayan","producer"
281644,"Saito, Yonejiro","Daikaijû Gamera (1965)","producer"
281807,"Sabido, Irene","Vamos juntos","producer"
281844,"Sabol-Nieves, Mariann","Live with Regis and Kathie Lee","1998-2001"
282319,"Saks, Eva","Custody (2000)","producer"
282488,"Salerno, Daniel","Highway 61 (1991)","executive producer"
282671,"Salkind, Ilya","Making of 'The Prince and the Pauper', The (1978) (TV)","executive producer"
282908,"Saltzman, Joanne","Live with Regis and Kathie Lee","1998-2001"
283212,"Samanta, Shakti","Main Awara Hoon (1983)","producer"
284966,"Santschi, Rudolf","Auge für Auge (1998) (TV)","producer"
285164,"Saraceni, Fausto","Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa? (1968)","executive producer"
285375,"Sarde, Alain","Oublie-moi (1995)","producer"
285678,"Sarlui-Tucker, Helen","Wild Pair, The (1987)","executive producer"
286045,"Satô, Ichirô","Gurama-to no yuwaku (1959)","producer"
286098,"Satô, Ichirô","Shin kitsune no tameki (1962)","producer"
286715,"Sax, Samuel (I)","Victim, The (1930)","producer"
286794,"Sayers, Eric","New Orleans After Dark (1958)","producer"
286820,"Sayres, Amy","Gigli (2003)","associate producer"
287538,"Scharbo, Grant","Jake 2.0: The Tech (2003) (TV)","executive producer"
288040,"Schenck, Joseph M.","Bat Whispers, The (1930)","producer"
288044,"Schenck, Joseph M.","Blacksmith, The (1922)","producer"
288433,"Schiff, David","Three's Company: The E! True Hollywood Story (1998) (TV)","producer"
288521,"Schillay, Jan","Live with Regis and Kathie Lee","1998-2001"
289640,"Schmidt, Bert","Bücher (1986)","producer"
289723,"Schmidt, Jim","Bobby Jones, Stroke of Genius (2004)","co-producer"
289730,"Schmidt, John (V)","Bobby Jones, Stroke of Genius (2004)","co-producer"
290617,"Schoukens, Gaston","Monsieur mon chauffeur (1926)","producer"
290681,"Schram, Dave","First Child on the Moon (2001)","producer"
291008,"Schulberg, B.P.","Flight Lieutenant (1942)","producer"
291089,"Schulberg, Sandra","Shadow Magic (2000)","co-producer"
291244,"Schultz, Howard","Jones & Jury","executive producer"
291267,"Schulweis, Lori","Live with Regis and Kathie Lee","1999-2001"
291400,"Schura, Florian","Nebraska Supersonic (2001)","producer"
292307,"Schäfer, Karl-Eberhard","Fast perfekt verlobt (2003) (TV)","producer"
292389,"Schöps, Richard","Tatort - Lockvögel (1996) (TV)","producer"
292571,"Scorsese, Martin","Kicked in the Head (1997)","executive producer"
292745,"Scott, Carol","General Hospital","producer"
293011,"Scott, Robert (II)","Frontiers of Construction","producer"
293802,"Seeger, Hal (I)","Rocket Ranger (1963) (TV)","producer"
294655,"Seligman, Selig J.","General Hospital","executive producer"
294948,"Selzer, Edward","Bell Hoppy (1954)","producer"
295626,"Sennett, Mack","Burglar, The (1928)","producer"
295868,"Sennett, Mack","It's a Boy (1920)","producer"
296007,"Sennett, Mack","Small Town Idol, A (1921)","producer"
296625,"Sestero, Robin","Jones & Jury","coordinating producer"
296873,"Sevilla, Ninón","Club de señoritas (1956)","producer"
296958,"Seymour, Gregory R.","Halfway to Heaven and Hell (2003)","producer"
297165,"Shah, Ash R.","Lionheart (1990)","producer"
297271,"Shah, Sundip R.","Lionheart (1990)","executive producer"
297277,"Shah, Sunil R.","Lionheart (1990)","executive producer"
297742,"Shapiro, Elyssa","Live with Regis and Kathie Lee","2000-2001"
297929,"Shapiro, William D.","Lady, Let's Dance (1944)","associate producer"
298475,"Shaw, Run Run","Pendekar bujang lapok (1959)","producer"
299122,"Shepherd, John (II)","Bobby Jones, Stroke of Genius (2004)","producer"
299698,"Shestack, Denny","Four Simples Rules (2003)","producer"
300222,"Shin, Sang-ok","Korea (1954)","producer"
300382,"Shiozawa, Koji","Help!","producer"
300429,"Shirai, Masao","Akitsu onsen (1962)","producer"
301489,"Sieber, Rudolf","Tänzer meiner Frau, Der (1925)","assistant producer"
301752,"Siepen, Robert","Tatort - Feuerwerk für eine Leiche (1988) (TV)","executive producer"
302794,"Silver, Casey","Gigli (2003)","producer"
303502,"Simpson, David (V)","Pleasure at Her Majesty's (1976) (TV)","stage producer"
304416,"Siritzky, Alain","Emmanuelle 5: A Time to Dream (1994)","producer"
305061,"Skorpík, Karel","Andel milosrdenství (1994)","producer"
305308,"Slater, Guy (I)","At Bertram's Hotel (1987) (TV)","executive producer"
305747,"Small, Edward","Melody Lingers On, The (1935)","producer"
305774,"Small, Edward","Up in Mabel's Room (1944)","producer"
305862,"Smart, David","Friendship Begins at Home (1949)","producer"
305935,"Smaïn","À la vitesse d'un cheval au galop (1992)","producer"
306587,"Smith, Paul (X)","Winning Lines","executive producer"
307116,"Sneller, Jeffrey M.","Time Killer (2002)","executive producer"
307475,"Smith, Dane Allan","Terra (2003)","executive producer"
307476,"Smith, Dane Allan","Terra (2003)","producer"
307786,"Smith, Hope Harmel","General Hospital","1998-1999"
307961,"Sobelman, Patrick","Romances de terre et d'eau (2002)","producer"
308700,"Somlo, Josef","Tänzer meiner Frau, Der (1925)","producer"
308735,"Sommer, Werner","Tatort - Kein Kinderspiel (1980) (TV)","producer"
308997,"Sorenson, Erik (II)","Day & Date","1995-1996"
309106,"Soskin, Paul","Quiet Wedding (1941)","producer"
309283,"Soukup, Josef (I)","Zahrada (1968)","producer"
309515,"Spano, Erica","Rave (2000)","co-producer"
309910,"Spelling, Aaron","Making of a Male Model (1983) (TV)","producer"
310775,"Spindler, Susan","Lump in My Throat, A (2001) (TV)","executive producer"
310906,"Spitaler, Ludwig","Goldsucher von Arkansas, Die (1964)","executive producer"
310948,"Spitz, Emilio","Titanes en el ring contraataca (1983)","producer"
311321,"Spruell-Jackson, Delores","Live with Regis and Kathie Lee","1999-2001"
311701,"Stabilini, Giovanni","È già ieri (2004)","producer"
312202,"Stanley, David G.","Winning Lines","executive producer"
312322,"Stannard, Eliot","Laughing Cavalier, The (1917)","producer"
312518,"Starger, Martin","Muppet Movie, The (1979)","executive producer"
313585,"Steinberg, Douglas","Medicine Ball","co-executive producer"
314072,"Stephens, Mike (I)","Help!","producer"
314719,"Steuer, Robert (I)","Gun, a Car, a Blonde, A (1997)","associate producer"
314780,"Stevens, Andrew (I)","Black Thunder (1997)","producer"
315488,"Stigwood, Robert","Music for UNICEF Concert: A Gift of Song, The (1979) (TV)","executive producer"
315589,"Stilling, Inger","H.O.P.L.A.","producer"
315667,"Stinnes, Clärenore","Im Auto durch zwei Welten (1929)","producer"
315790,"Stockmann, Franz J.","Nicht alles was fliegt, ist ein Vogel (1979)","producer"
316180,"Stone, Matt (I)","South Park Rally (1999) (VG)","executive producer"
316257,"Stone, Paul (I)","White Peak Farm","executive producer"
316300,"Stone, Scott A.","Winning Lines","executive producer"
317463,"Strömdahl, Erik","Samlaren (1989)","producer"
317735,"Sturz, Lissy","9:30 (2003)","associate producer"
317736,"Sturz, Ryan","9:30 (2003)","producer"
317853,"Støfring, Arild","Caravan (2002)","executive producer"
318218,"Sugihara, Sadao","Shin kitsune no tameki (1962)","producer"
318364,"Sullivan, Beth","Cry for Help: The Tracey Thurman Story, A (1989) (TV)","associate producer"
318371,"Sullivan, Beth","Trials of Rosie O'Neill, The","supervising producer"
320605,"Szczerbic, Michal","Zycie za zycie (1991)","producer"
321211,"Särkkä, T.J.","Vatsa sisään, rinta ulos! (1959)","producer"
321288,"Söderström, Carl-Axel","Im Auto durch zwei Welten (1929)","producer"
322359,"Takai, Ichiro","Over Time","producer"
323057,"Tao, Stephen","Warning: Parental Advisory (2002) (TV)","executive producer"
323480,"Tashjian, Art","Deadlock: A Passion for Murder (1997)","associate producer"
323897,"Taylor, Brian (I)","Tarnished Heroes (1961)","associate producer"
323977,"Taylor, Elaine (II)","Love Potion (1987)","co-producer"
325753,"Terry, Paul (I)","Just a Little Bull (1940)","producer"
325950,"Terry, Paul (I)","Pastry Panic (1951)","producer"
326391,"Teti, Camillo","Mondo candido (1975)","producer"
328735,"Throne, Joshua","Behind Closed Doors (2002) (TV)","co-producer) (as Josh Throne"
328786,"Thym, Heinz","Do Not Disturb (1999)","executive producer"
329218,"Tink","Pick-up, The (1999)","producer"
330291,"Tomlin, John (I)","Day & Date","1996-"
330390,"Tong, Stanley","Lei ting zhan jing (2000)","producer"
331443,"Tozzi, Riccardo","È già ieri (2004)","producer"
332186,"Trinks, Walter W.","Premiere (1936)","producer"
333449,"Tung, Barbie","Lei ting zhan jing (2000)","producer"
333546,"Turcotte, Samuel","Kata (1990)","producer"
333608,"Turman, Lawrence","I Could Go on Singing (1963)","producer"
333974,"Tutak, Robert","Nobody's Perfect (2002)","executive producer"
334631,"Ulrich, Kurt (I)","Maulkorb, Der (1958)","producer"
335039,"Uriel, Emilio","Indio Pluma Roja, El (1975)","executive producer"
335437,"Vaghts, Marty","General Hospital","coordinating producer"
335584,"Valadão, Jece","Viagem ao Céu da Boca (1981)","producer"
335693,"Valente, John","Edge of Night, The","early 1980s, 1982-1984"
337141,"Van Wagenen, Sterling","Dead Sea Scrolls: Unraveling the Mystery (1998) (TV)","producer"
337231,"Vance, Dennis","Voices, The (1955) (TV)","producer"
337915,"Vasconcelos, José Luís","Trois couronnes du matelot, Les (1983)","producer"
338060,"Vaughan, Jesse","VH-1 to One: Paula Abdul (1992) (TV)","producer"
338092,"Vaughn, James T.","Double Deal (1950)","producer"
338632,"Ventura, Ray (I)","Amants du Tage, Les (1955)","executive producer"
339142,"Vernon, Jacques-Daniel","Regard des autres, Le (1980)","producer"
339189,"Veronka, Arthur","Hey Babe! (1980)","producer"
339447,"Verro, Philippe","Dernier mot, Le (1991) (TV)","producer"
339475,"Verschleiser, Ben","Speed (1925)","producer"
339839,"Victoria de Lecea, Fernando","Caja 507, La (2002)","executive producer"
340433,"Vincent, E. Duke","Making of a Male Model (1983) (TV)","supervising producer"
341085,"Vogel, Eric (III)","Caravan (2002)","producer"
341272,"Volkenborn, Klaus","Reise ohne Wiederkehr (1989)","producer"
341591,"von Mengden, Horst","Komischer Heiliger, Ein (1979)","line producer"
342014,"Vondracek, Frantisek","Waterloo po cesku (2002)","producer"
342346,"Vuorio, Anelma","Käyntikorttini... (1964)","producer"
342556,"Wade, Harker","Knight Rider (1982) (TV)","producer"
342623,"Wafford, Rowland","Amazing Vacation Homes (2004) (TV)","associate producer"
342893,"Wahlquist, Andrew J.","Face in the Frame, The (1998)","producer"
343287,"Waldleitner, Luggi","Barrings, Die (1955)","producer"
343333,"Waldleitner, Luggi","Kühne Schwimmer, Der (1957)","producer"
344756,"Walter, Norbert","Fast perfekt verlobt (2003) (TV)","producer"
345797,"Warren, Charles (IV)","Rainbow","executive producer"
345798,"Warren, Charles (IV)","Rainbow","producer"
346935,"Weaver, Samantha (II)","Pride of Ireland (2000)","associate producer"
347303,"Webster, Christopher (I)","Demon Possessed (1993)","producer"
348570,"Weis, Bob (I)","Raoul Wallenberg: Between the Lines (1986)","producer"
348669,"Weisert, Gabe","Fishing with Gandhi (1998)","producer"
348755,"Weiss, Adolph (II)","Unmasked (1929)","producer"
348919,"Weiss, Louis (I)","Unmasked (1929)","producer"
348940,"Weiss, Max","Unmasked (1929)","producer"
349040,"Weiss, William M.","Famous Ride, The (1960)","producer"
349296,"Weitzman, Daniel","Vida total","associate producer"
350036,"Werker, George P.","Pequeños gigantes, Los (1960)","producer"
350084,"Werner, Peter (VIII)","Meister Eder und sein Pumuckl","episodes 1-13"
350238,"Wessely, Paula","Noch minderjährig (1957)","producer"
